City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,la passe,45.5549,-0.8967,22.13,91,21,3.95,FR,1691696511
83,atafu village,-8.5421,-172.5159,28.31,70,23,5.56,TK,1691696398
84,chibougamau,49.9168,-74.3659,20.79,60,75,2.06,CA,1691696500
85,makoua,0.0069,15.6333,26.18,67,67,1.0,CG,1691696652
86,kisanga,-7.4362,37.7034,22.19,61,2,1.47,TZ,1691696652
87,howard springs,-12.497,131.047,22.95,70,95,3.06,AU,1691696509
88,st. john's,47.5649,-52.7093,22.04,95,100,3.6,CA,1691696236
89,tofol,5.3248,163.0078,28.47,72,89,2.6,FM,1691696604
90,huercal-overa,37.389,-1.9454,37.35,32,14,0.97,ES,1691696653
91,punta arenas,-53.15,-70.9167,3.82,72,100,6.86,CL,1691696604
92,arraial do cabo,-22.9661,-42.0278,24.98,78,0,8.75,BR,1691696464
93,joal-fadiout,14.1667,-16.8333,27.63,70,79,5.45,SN,1691696655
94,port-aux-francais,-49.35,70.2167,3.87,93,100,15.65,TF,1691696439
95,inhambane,-23.865,35.3833,19.99,83,0,3.09,MZ,1691696656
96,saudarkrokur,65.7461,-19.6394,7.41,87,100,4.98,IS,1691696458
97,yellowknife,62.456,-114.3525,20.29,49,100,2.06,CA,1691696445
98,grand falls-windsor,48.9332,-55.6649,15.28,95,100,0.45,CA,1691696254
99,mega,4.05,38.3,17.18,60,18,4.12,ET,1691696657
100,yuzhno-kurilsk,44.0306,145.8556,20.04,97,100,5.06,RU,1691696657
101,wailua homesteads,22.0669,-159.378,28.44,76,40,7.72,US,1691696310
102,suva,-18.1416,178.4415,19.71,94,100,0.0,FJ,1691696305
103,akjoujt,19.6969,-14.4164,41.13,14,41,6.64,MR,1691696340
104,dalandzadgad,43.5708,104.425,21.37,56,0,6.31,MN,1691696606
105,anadyr,64.75,177.4833,9.28,81,75,3.0,RU,1691696612
106,afaahiti,-17.75,-149.2833,25.93,66,61,7.82,PF,1691696305
107,vadso,70.0744,29.7487,22.49,77,0,2.06,NO,1691696608
108,utrik,11.2278,169.8474,27.74,70,15,5.36,MH,1691696440
109,cascais,38.6979,-9.4215,26.9,70,20,9.39,PT,1691696502
110,tolanaro,-25.0319,46.9987,19.04,77,75,3.09,MG,1691696468
111,flying fish cove,-10.4217,105.6791,23.82,88,100,4.63,CX,1691696331
112,polyarnyy,69.1989,33.4478,17.84,70,0,4.88,RU,1691696506
113,ilulissat,69.2167,-51.1,7.01,76,75,2.57,GL,1691696444
114,gamay,12.3854,125.2979,27.24,79,100,3.67,PH,1691696661
115,qiancheng,27.185,109.7654,23.63,89,3,0.9,CN,1691696661
116,hadibu,12.65,54.0333,25.59,81,47,6.61,YE,1691696460
117,kavaratti,10.5669,72.642,28.08,77,100,7.51,IN,1691696610
118,port mathurin,-19.6833,63.4167,22.69,80,36,8.66,MU,1691696444
119,pagar alam,-4.0167,103.2667,19.08,93,21,1.36,ID,1691696662
120,sao vicente,-23.9631,-46.3919,30.15,59,75,2.06,BR,1691696600
121,miracema do tocantins,-9.5618,-48.3967,36.8,16,40,2.19,BR,1691696662
122,soran,49.78,72.8506,17.27,77,99,8.06,KZ,1691696663
123,jose panganiban,14.2906,122.6917,25.64,91,89,2.76,PH,1691696663
124,murzuq,25.9155,13.9184,30.69,23,0,4.31,LY,1691696663
125,lihue,21.9789,-159.3672,28.77,69,40,7.72,US,1691696455
126,lautoka,-17.6167,177.4667,19.92,94,100,0.0,FJ,1691696664
127,puerto san jose,13.9256,-90.8244,31.89,64,79,5.61,GT,1691696664
128,tura,25.5198,90.2201,23.92,98,100,2.04,IN,1691696280
129,ola,59.5833,151.2833,12.58,74,15,1.23,RU,1691696479
130,meulaboh,4.1363,96.1285,24.73,91,91,1.67,ID,1691696314
131,kuusamo,65.9667,29.1833,13.67,81,0,1.79,FI,1691696665
132,longyearbyen,78.2186,15.6401,9.91,81,100,2.06,SJ,1691696442
133,kroya,-7.6331,109.2461,20.58,93,75,1.85,ID,1691696666
134,nong chik,6.8436,101.178,25.24,89,39,3.62,TH,1691696666
135,orange beach,30.2944,-87.5736,36.88,61,0,5.66,US,1691696666
136,chonchi,-42.6128,-73.8092,8.56,84,100,4.0,CL,1691696553
137,kirakira,-10.4544,161.9205,24.43,85,100,6.72,SB,1691696667
138,spring creek,40.7266,-115.5859,29.11,15,0,3.82,US,1691696667
139,ulundi,-28.3352,31.4162,13.2,95,41,1.15,ZA,1691696400
140,fomboni,-12.28,43.7425,25.01,71,1,6.85,KM,1691696667
141,luchegorsk,46.4764,134.2569,19.19,98,100,1.7,RU,1691696668
142,codrington,-38.2667,141.9667,9.68,82,100,4.26,AU,1691696442
143,klyuchi,52.2667,79.1667,17.23,91,97,4.29,RU,1691696581
144,san sebastian de la gomera,28.0916,-17.1133,30.2,45,0,0.51,ES,1691696668
145,cacapava do sul,-30.5122,-53.4914,19.61,84,72,2.56,BR,1691696669
146,brookings,44.3114,-96.7984,28.19,75,0,7.2,US,1691696333
147,pisco,-13.7,-76.2167,22.03,68,20,5.66,PE,1691696489
148,as saff,29.5647,31.2811,28.76,43,0,7.72,EG,1691696670
149,gazojak,41.1875,61.4036,27.99,28,0,4.2,TM,1691696670
150,olonkinbyen,70.9221,-8.7187,6.95,97,100,5.19,SJ,1691696550
151,alice springs,-23.7,133.8833,6.75,61,0,0.0,AU,1691696279
152,paracuru,-3.41,-39.0306,27.28,71,38,6.36,BR,1691696445
153,lata,40.1629,-8.3327,21.56,78,0,1.72,PT,1691696602
154,sabang,5.8933,95.3214,27.87,79,75,6.37,ID,1691696671
155,awjilah,29.1081,21.2869,27.89,48,0,8.3,LY,1691696461
156,nemuro,43.3236,145.575,18.91,99,100,6.53,JP,1691696589
157,badger,64.8,-147.5333,21.18,90,100,2.06,US,1691696672
158,bastia,42.6667,9.3333,24.05,76,0,2.06,FR,1691696672
159,danli,14.0333,-86.5833,33.25,35,8,2.31,HN,1691696672
160,norderney,53.7,7.15,17.23,81,100,3.11,DE,1691696524
161,nova sintra,14.8667,-24.7167,22.82,75,23,8.03,CV,1691696485
162,bardai,11.65,7.2333,22.63,88,100,1.02,NG,1691696508
163,khandyga,62.6667,135.6,13.83,66,17,1.73,RU,1691696621
164,magomeni,-6.8,39.25,23.21,83,20,2.57,TZ,1691696673
165,broken hill,-31.95,141.4333,9.11,65,0,3.13,AU,1691696188
166,sukhinichi,54.0999,35.3425,16.25,69,100,2.92,RU,1691696674
167,wakkanai,45.4094,141.6739,16.72,98,100,0.89,JP,1691696558
168,malango,-2.9627,119.9001,19.22,99,100,0.12,ID,1691696475
169,mahibadhoo,3.7833,72.9667,28.39,76,100,6.78,MV,1691696674
170,san luis de la loma,17.2706,-100.8939,30.56,68,100,3.13,MX,1691696675
171,masyaf,35.0653,36.3406,21.92,87,15,2.86,SY,1691696675
172,ghadamis,30.1337,9.5007,31.31,18,0,6.47,LY,1691696371
173,quixada,-4.9714,-39.0153,32.91,24,39,2.47,BR,1691696675
174,aasiaat,68.7098,-52.8699,3.17,89,100,5.02,GL,1691696463
175,carutapera,-1.195,-46.02,27.77,74,68,4.66,BR,1691696299
176,port elizabeth,-33.918,25.5701,15.16,94,4,1.03,ZA,1691696417
177,alofi,-19.0595,-169.9187,23.94,100,40,1.54,NU,1691696676
178,sitka,57.0531,-135.33,14.94,94,100,0.0,US,1691696579
179,villa del totoral,-30.8167,-63.7167,28.13,26,0,7.71,AR,1691696677
180,san juan,-31.5375,-68.5364,21.59,22,0,8.22,AR,1691696404
181,luderitz,-26.6481,15.1594,20.58,50,5,1.38,NA,1691696678
182,island harbour,50.724,-1.2758,20.04,86,21,3.39,GB,1691696678
183,fang,19.9169,99.2145,21.77,99,100,0.78,TH,1691696510
184,strezhevoy,60.7333,77.5889,11.69,96,100,4.77,RU,1691696678
185,la'ie,21.6477,-157.9253,28.98,68,51,7.59,US,1691696337
186,whitehorse,60.7161,-135.0538,18.94,53,75,4.12,CA,1691696189
187,kapuskasing,49.4169,-82.4331,19.0,63,75,3.6,CA,1691696469
188,belmonte,-15.8631,-38.8828,23.68,73,41,2.78,BR,1691696247
189,garcia,25.8167,-100.5833,37.15,44,69,4.33,MX,1691696364
190,katima mulilo,-17.5,24.2667,17.85,33,0,4.29,NA,1691696680
191,mathba,22.2855,89.9629,27.2,85,100,2.15,BD,1691696680
192,turpan,42.9333,89.1667,35.24,19,0,1.36,CN,1691696680
193,kavarna,43.4333,28.3333,20.79,72,100,3.47,BG,1691696680
194,bembereke,10.2283,2.6634,22.21,92,71,1.98,BJ,1691696681
195,glenvale,-27.5648,151.9076,10.49,70,0,0.45,AU,1691696681
196,cidreira,-30.1811,-50.2056,18.51,92,37,3.31,BR,1691696349
197,auterive,43.351,1.478,25.21,53,11,4.15,FR,1691696682
198,stefan voda,46.5153,29.6631,18.92,51,61,3.71,MD,1691696682
199,al qubbah,32.7616,22.2424,20.62,78,0,7.6,LY,1691696682
200,zugdidi,42.5088,41.8709,24.7,95,88,1.03,GE,1691696682
201,pidhorodne,48.5753,35.1068,19.83,93,94,2.75,UA,1691696683
202,cabedelo,-6.9811,-34.8339,27.37,80,7,7.15,BR,1691696347
203,porto novo,6.4965,2.6036,25.9,85,29,3.1,BJ,1691696470
204,uliastay,47.7417,96.8444,12.2,74,0,1.81,MN,1691696683
205,kyaikto,17.3,97.0167,24.62,92,100,2.07,MM,1691696684
206,fada,9.5667,8.3,19.72,97,100,0.41,NG,1691696327
207,pitimbu,-7.4706,-34.8086,27.33,77,6,6.39,BR,1691696362
208,watsa,3.0372,29.5355,18.06,99,92,1.33,CD,1691696684
209,jinzhou,41.1078,121.1417,20.12,78,73,5.46,CN,1691696685
210,andergrove,-21.0833,149.1833,14.25,76,57,2.28,AU,1691696685
211,cannonvale,-20.2833,148.7,18.66,76,3,4.69,AU,1691696293
212,pucheng,27.9233,118.5333,23.66,96,88,0.51,CN,1691696686
213,pago pago,-14.2781,-170.7025,27.55,89,40,4.63,AS,1691696686
214,tsengel,49.4783,100.8894,13.65,86,54,0.7,MN,1691696332
215,minas de marcona,-15.2119,-75.1103,16.06,71,13,8.11,PE,1691696580
216,massawa,15.6097,39.45,34.61,55,58,3.82,ER,1691696687
217,eynesil,41.0645,39.1438,24.85,92,100,1.69,TR,1691696687
218,qurayyat,31.3318,37.3428,31.1,35,0,8.23,SA,1691696687
219,rabo de peixe,37.8,-25.5833,23.73,78,75,4.12,PT,1691696479
220,kapa'a,22.0752,-159.319,29.18,76,40,7.72,US,1691696321
221,lompoc,34.6391,-120.4579,27.1,83,100,4.47,US,1691696688
222,nyrob,60.733,56.7202,12.03,82,3,1.27,RU,1691696688
223,adrar,20.5022,-10.0711,35.18,22,3,6.33,MR,1691696688
224,tenosique,17.4833,-91.4333,34.84,55,0,4.52,MX,1691696688
225,aykhal,66.0,111.5,15.14,86,100,2.16,RU,1691696574
226,malacacheta,-17.8422,-42.0767,23.96,46,48,3.04,BR,1691696689
227,puerto aysen,-45.4,-72.7,8.02,87,100,0.0,CL,1691696592
228,wewak,-3.5534,143.6268,25.24,89,93,3.62,PG,1691696689
229,luanda,-8.8368,13.2343,22.0,73,0,3.6,AO,1691696069
230,gisborne,-38.6533,178.0042,7.22,78,94,6.58,NZ,1691696359
231,martapura,-3.4167,114.85,22.05,100,100,0.51,ID,1691696690
232,el nido,11.1858,119.3956,27.68,82,100,5.76,PH,1691696690
233,port saint john's,-31.6229,29.5448,17.54,86,9,6.41,ZA,1691696475
234,nagqu,31.5,92.0,6.66,93,100,1.07,CN,1691696465
235,mantua,45.1667,10.7833,25.58,74,15,2.24,IT,1691696691
236,lebu,-37.6167,-73.65,10.49,80,54,6.57,CL,1691696566
237,hammerfest,70.6634,23.6821,26.25,53,0,4.63,NO,1691696479
238,kingston,17.997,-76.7936,31.53,74,40,8.23,JM,1691696288
239,bayanhongor,46.7167,100.1167,9.19,79,4,1.85,MN,1691696692
240,midvagur,62.0511,-7.1939,12.46,87,100,6.17,FO,1691696296
241,constantia,44.1833,28.65,20.39,60,100,2.67,RO,1691696614
242,sisimiut,66.9395,-53.6735,7.34,91,100,2.9,GL,1691696498
243,coquimbo,-29.9533,-71.3436,17.85,63,0,7.72,CL,1691696564
244,yichang,30.7144,111.2847,25.27,85,43,1.12,CN,1691696693
245,san fernando de apure,7.8878,-67.4724,25.9,87,100,0.59,VE,1691696693
246,san pedro carcha,15.4833,-90.2667,30.34,62,40,3.09,GT,1691696693
247,ampanihy,-24.7,44.75,14.82,76,0,4.01,MG,1691696693
248,valparaiso,-33.0393,-71.6273,16.8,78,100,5.14,CL,1691696647
249,i-n-salah,27.1935,2.4607,37.4,13,0,4.82,DZ,1691696694
250,vilyuchinsk,52.9306,158.4028,8.15,79,48,1.65,RU,1691696523
251,petropavlovsk-kamchatsky,53.0452,158.6483,7.33,100,20,4.0,RU,1691696440
252,colares,38.7992,-9.4469,26.81,72,20,9.39,PT,1691696695
253,enewetak,11.3474,162.3373,28.31,77,35,4.71,MH,1691696490
254,cheyyur,12.3495,80.003,27.29,74,100,2.29,IN,1691696695
255,saint-paul,-21.0096,55.2707,21.06,90,6,0.68,RE,1691696322
256,taroa,8.7058,171.2275,27.65,72,44,5.65,MH,1691696557
257,leava,-14.3,-178.1667,27.8,77,100,5.55,WF,1691696696
258,merizo village,13.2658,144.6691,26.32,93,100,10.02,GU,1691696298
259,portland,45.5234,-122.6762,27.04,45,75,2.57,US,1691696144
260,polaniec,50.4332,21.2812,16.55,63,1,1.92,PL,1691696432
261,batticaloa,7.7102,81.6924,27.56,79,100,3.44,LK,1691696696
262,victoria,22.2855,114.1577,28.44,95,100,5.24,HK,1691696697
263,santa ana de yacuma,-13.75,-65.4333,35.97,38,40,5.14,BO,1691696553
264,remire-montjoly,4.9167,-52.2667,31.02,66,44,5.14,GF,1691696512
265,lepsy,46.235,78.9456,27.36,33,60,4.2,KZ,1691696697
266,port alfred,-33.5906,26.891,20.02,62,0,4.9,ZA,1691696460
267,vorgashor,67.5833,63.95,6.36,93,44,3.47,RU,1691696534
268,tindouf,27.6711,-8.1474,43.25,9,40,10.29,DZ,1691696698
269,vorkuta,67.5,64.0,6.67,93,42,3.45,RU,1691696441
270,tommot,58.9564,126.2925,16.31,73,100,1.61,RU,1691696628
271,northam,51.0333,-4.2167,20.22,86,95,5.85,GB,1691696699
272,bangassou,4.7413,22.8184,21.33,89,69,0.85,CF,1691696298
273,timmins,48.4669,-81.3331,17.9,68,75,4.12,CA,1691696592
274,papao,-17.75,-149.55,26.82,66,54,8.75,PF,1691696487
275,dudinka,69.4058,86.1778,12.57,56,70,10.97,RU,1691696489
276,touros,-5.1989,-35.4608,25.78,76,16,7.4,BR,1691696695
277,nguigmi,14.2495,13.1092,27.78,67,97,3.84,NE,1691696700
278,margate,51.3813,1.3862,21.5,72,53,1.34,GB,1691696287
279,greymouth,-42.4667,171.2,-1.18,88,70,2.99,NZ,1691696701
280,queenstown,-31.8976,26.8753,12.62,48,0,2.16,ZA,1691696263
281,west bay,19.3667,-81.4167,34.04,76,40,2.06,KY,1691696702
282,faya-largeau,17.9257,19.1043,35.6,38,94,4.13,TD,1691696471
283,tarfaya,27.9358,-12.9218,22.21,89,78,9.05,MA,1691696703
284,zetel,53.4022,7.9645,18.97,82,100,1.15,DE,1691696704
285,whitby,54.4877,-0.615,21.6,88,12,4.63,GB,1691696414
286,lauro de freitas,-12.8944,-38.3272,27.01,65,40,5.14,BR,1691696263
287,labrador city,52.9463,-66.9114,16.95,72,75,3.6,CA,1691696478
288,gadzhiyevo,69.2551,33.3362,18.02,68,0,4.94,RU,1691696474
289,gilgit,35.9221,74.3087,28.88,51,50,0.42,PK,1691696706
290,weno,7.4515,151.8468,27.13,76,60,2.17,FM,1691696455
291,markovo,57.3206,107.0881,16.57,95,100,3.37,RU,1691696707
292,yelizovo,53.1873,158.3805,8.08,100,20,4.0,RU,1691696231
293,akureyri,65.6835,-18.0878,8.96,76,40,5.14,IS,1691696696
294,fallon,39.4735,-118.7774,32.73,15,20,1.54,US,1691696450
295,thunder bay,48.4001,-89.3168,19.99,52,75,4.63,CA,1691696226
296,la maddalena,41.2142,9.4083,24.03,84,24,4.49,IT,1691696708
297,maumere,-8.6199,122.2111,23.58,77,25,1.53,ID,1691696708
298,tazovsky,67.4667,78.7,7.37,66,1,9.23,RU,1691696548
299,carnarvon,-24.8667,113.6333,18.29,84,15,1.31,AU,1691696556
300,el granada,37.5027,-122.4694,30.8,73,100,4.63,US,1691696597
301,imperatriz,-5.5264,-47.4917,36.03,36,40,4.12,BR,1691696709
302,gorom-gorom,14.4439,-0.2361,30.9,55,52,6.13,BF,1691696710
303,port hedland,-20.3167,118.5667,17.03,82,0,3.09,AU,1691696664
304,mwingi,-0.9344,38.0601,19.47,60,34,5.19,KE,1691696710
305,key west,24.5557,-81.7826,34.0,64,0,3.09,US,1691696516
306,baruun-urt,46.6806,113.2792,16.31,90,17,2.22,MN,1691696711
307,peterhead,57.5058,-1.7981,18.22,95,3,5.87,GB,1691696711
308,hegang,47.4,130.3667,15.34,98,100,2.83,CN,1691696711
309,fale old settlement,-9.3852,-171.2468,27.99,74,91,4.6,TK,1691696515
310,kupang,-10.1667,123.5833,22.95,81,53,4.32,ID,1691696292
311,farasan,16.7022,42.1183,31.02,74,23,1.24,SA,1691696712
312,palmer,42.1584,-72.3287,25.34,65,100,4.63,US,1691696367
313,dazhou,31.2159,107.5009,26.03,93,53,2.0,CN,1691696712
314,verdal,63.7933,11.4817,13.02,88,92,1.77,NO,1691696713
315,arauca,7.0847,-70.7591,28.98,74,40,1.54,CO,1691696713
316,guerrero negro,27.9769,-114.0611,26.79,61,6,7.32,MX,1691696637
317,hasaki,35.7333,140.8333,26.84,88,10,4.68,JP,1691696605
318,egilsstadir,65.2653,-14.3948,9.95,76,40,5.14,IS,1691696242
319,kalevala,65.2,31.1667,15.06,77,44,2.21,RU,1691696714
320,ji'an,27.1172,114.9793,26.09,81,100,0.4,CN,1691696715
321,san antonio de pale,-1.4014,5.6325,23.68,86,79,4.98,GQ,1691696465
322,kidal,18.4411,1.4078,29.79,50,32,7.76,ML,1691696359
323,veraval,20.9,70.3667,26.94,82,100,6.14,IN,1691696715
324,kone,-21.0595,164.8658,13.64,71,0,2.24,NC,1691696618
325,dalhart,36.0595,-102.5133,33.04,33,0,5.14,US,1691696716
326,plouguerneau,48.6,-4.5,20.78,100,100,6.69,FR,1691696716
327,arys,42.4252,68.795,28.72,21,54,3.67,KZ,1691696582
328,tai'an,36.1853,117.12,22.8,75,1,1.33,CN,1691696717
329,priozersk,61.0393,30.1291,18.3,91,86,3.0,RU,1691696717
330,mugia,43.1041,-9.2179,22.17,91,67,4.07,ES,1691696506
331,haiku-pauwela,20.9219,-156.3051,25.14,81,75,6.17,US,1691696577
332,abengourou,6.7297,-3.4964,21.13,98,100,1.08,CI,1691696718
333,malvan,16.0667,73.4667,26.03,85,81,2.86,IN,1691696718
334,bernalillo,35.05,-106.6673,33.42,28,40,3.09,US,1691696433
335,juruti,-2.1522,-56.0922,35.62,34,36,3.94,BR,1691696719
336,mirny,62.5353,113.9611,19.02,63,100,3.13,RU,1691696719
337,canutama,-6.5339,-64.3831,33.5,41,100,1.29,BR,1691696719
338,baie-comeau,49.2168,-68.1489,16.82,82,100,6.17,CA,1691696686
339,mount gambier,-37.8333,140.7667,9.01,93,100,2.66,AU,1691696343
340,prince rupert,54.3161,-130.3201,18.05,85,100,7.72,CA,1691696666
341,aberdeen,57.1437,-2.0981,18.27,82,3,4.12,GB,1691696538
342,qamdo,31.1667,97.2333,7.72,90,100,0.5,CN,1691696720
343,karukh,34.4811,62.5863,24.26,29,0,8.7,AF,1691696721
344,ancud,-41.8697,-73.8203,8.34,75,98,7.7,CL,1691696472
345,fort st. john,56.2499,-120.8529,14.94,88,75,4.12,CA,1691696256
346,ixtapa,20.7,-105.2,32.9,62,100,2.57,MX,1691696722
347,dunedin,-45.8742,170.5036,2.11,79,100,2.14,NZ,1691696457
348,smirnykh,49.75,142.8333,12.43,99,100,0.59,RU,1691696722
349,yekaterinoslavka,50.3734,129.1139,14.19,90,11,2.43,RU,1691696723
350,peniche,39.3558,-9.3811,20.87,90,0,4.78,PT,1691696723
351,santiago de cao,-7.9589,-79.2392,22.07,83,75,5.14,PE,1691696724
352,am timan,11.0297,20.2827,23.54,83,11,1.93,TD,1691696724
353,pelabuhanratu,-6.9875,106.5514,22.36,89,12,1.76,ID,1691696724
354,bor,56.3567,44.0669,19.96,72,23,1.01,RU,1691696725
355,jayapura,-2.5333,140.7,24.66,92,81,2.9,ID,1691696257
356,bodaybo,57.8506,114.1933,16.45,97,99,0.83,RU,1691696510
357,quellon,-43.1167,-73.6167,9.14,81,75,7.72,CL,1691696499
358,jiuquan,39.7432,98.5174,19.28,58,0,1.63,CN,1691696726
359,pishva,35.308,51.7267,31.98,18,0,2.93,IR,1691696726
360,pfullingen,48.4646,9.228,19.61,68,9,1.07,DE,1691696727
361,geraldton,-28.7667,114.6,13.23,94,75,2.06,AU,1691696617
362,susuman,62.7833,148.1667,12.35,58,6,0.72,RU,1691696458
363,boyalik,41.2634,28.6314,23.51,84,71,3.68,TR,1691696728
364,phan rang-thap cham,11.5667,108.9833,25.48,86,9,1.72,VN,1691696728
365,pasuquin,18.3328,120.6177,27.97,89,75,3.09,PH,1691696674
366,serenje,-13.2325,30.2352,12.8,51,0,2.8,ZM,1691696729
